similes,components,literal_sentences,label1_q,label1_c,label1_i,label2_q,label2_c,label2_i,label3_q,label3_c,label3_i,BERTS_base,BERTS_large,BLEU1,BLEU2,BLEU3,BLEU4,rouge1,rouge2,rougeL,meteor,fluency,relevance_KB,relevance_COMET,consistency_emo,consistency_mnli
"Yet she chattered like a little magpie ; her conversation running on certain styles of dress, various purchases of silks, and satins, and other stuffs, which she had been buying, a budget of which, I afterward discovered, she had brought with her, in order to display to her daughter.","[('she', 'a little magpie', 'chattered')]","Yet she chattered ; her conversation running on certain styles of dress , various purchases of silks , and satins , and other stuffs , which she had been buying , a budget of which , I afterward discovered , she had brought with her , in order to display to her daughter .",5,5,3,5,4,3,5,4,3,0,0,0.6666666666666649,0.5,0.3999999999999997,0.3333333333333325,1,0.6666666666666666,1,0.9518948616632404,1,0.0359315270174673,0.0666666666666666,0.5214496644295302,1
"Yet she chattered like an animated child ; her conversation running on certain styles of dress, various purchases of silks, and satins, and other stuffs, which she had been buying, a budget of which, I afterward discovered, she had brought with her, in order to display to her daughter.","[('she', 'an animated child', 'chattered')]","Yet she chattered ; her conversation running on certain styles of dress , various purchases of silks , and satins , and other stuffs , which she had been buying , a budget of which , I afterward discovered , she had brought with her , in order to display to her daughter .",5,4,3,4,3,3,5,4,3,0.8859537186934577,0.7199895802109649,0,0,0,0,0,0,0,0,0.9781357149356812,0,0,0,0.8077431204485404
"The Lord Jesus is great at making the lame man to leap like a deer, and in enabling those who are sick of the palsy to take up their bed and walk.","[('the lame man', 'a deer', 'leap')]","The Lord Jesus is great at making the lame man to leap , and in enabling those who are sick of the palsy to take up their bed and walk .",5,1,2,4,3,2,5,1,2,0.7055776821274847,1,1,1,1,1,0.5,0.5,0.5,1,0.9851061629474076,1,1,0,0.0411771607196831
"The Lord Jesus is great at making the lame man to leap like a panther, and in enabling those who are sick of the palsy to take up their bed and walk.","[('the lame man', 'a panther', 'leap')]","The Lord Jesus is great at making the lame man to leap , and in enabling those who are sick of the palsy to take up their bed and walk .",5,4,2,3,3,2,5,3,2,0.0680645103677376,0,1,1,1,1,0.5,0.5,0.5,1,0.0399750269101455,0,0,0.9055313252262897,1
"The Lord Jesus is great at making the lame man to leap like a frog, and in enabling those who are sick of the palsy to take up their bed and walk.","[('the lame man', 'a frog', 'leap')]","The Lord Jesus is great at making the lame man to leap , and in enabling those who are sick of the palsy to take up their bed and walk .",5,1,2,4,3,2,5,2,2,1,0.1064427666993939,1,1,1,1,0.5,0.5,0.5,1,1,0,0,0.6167114064151648,0.612035880752772
"The Lord Jesus is great at making the lame man to leap like a young deer, and in enabling those who are sick of the palsy to take up their bed and walk.","[('the lame man', 'a young deer', 'leap')]","The Lord Jesus is great at making the lame man to leap , and in enabling those who are sick of the palsy to take up their bed and walk .",5,1,3,5,4,3,5,4,3,0,0.7471137894843756,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1,0
"He drank like a sailor, recalled one Western ambassador who served on the Security Council at the same time.","[('He', 'a sailor', 'drank')]","He drank , recalled one Western ambassador who served on the Security Council at the same time .",2,3,2,2,3,2,2,3,2,0.4728029369551473,0.5276896249754265,0.4999999999999985,0.3333333333333333,0.2499999999999996,0.2000000000000005,1,1,1,0.4980631622370388,0,0.1438717358528392,0.2036363636363636,0.8379578946750529,0.2217033849720596
"He drank like an adult, recalled one Western ambassador who served on the Security Council at the same time.","[('He', 'an adult', 'drank')]","He drank , recalled one Western ambassador who served on the Security Council at the same time .",1,1,2,1,2,2,2,3,2,0,0.0552532971133822,0,0,0,0,0,0,0,0,1,0.0411424053237641,0.0909090909090909,0.7058878776227778,0.3901090524220221
"at this high magnification, the grainy image spattered and popped like popcorn on the screen.","[('the grainy image', 'popcorn', 'popped')]","at this high magnification , the grainy image spattered and popped on the screen .",5,2,1,4,3,2,5,2,2,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,1,1
"at this high magnification, the grainy image spattered and popped like a water balloon on the screen.","[('the grainy image', 'a water balloon', 'popped')]","at this high magnification , the grainy image spattered and popped on the screen .",4,2,3,3,4,4,4,4,3,0.6655828334619847,0.8992889728419702,0.2982456140350873,0.6006006006006009,0.6149732620320857,0.6336206896551724,0.5,1,1,0.5168125501673594,0.5998291125868103,0.5,0.5,0.1922830414570956,0
"at this high magnification, the grainy image spattered and popped like a popcorn on the screen.","[('the grainy image', 'a popcorn', 'popped')]","at this high magnification , the grainy image spattered and popped on the screen .",4,2,2,5,3,2,5,2,2,0.7935513361765987,0.7093542839831777,0.6296296296296298,0.7885532591414941,0.7954545454545454,0.8045977011494249,0.5,1,1,0.7569934462830006,0.700388082833802,0.5,0.5,0.9538591683050354,0.9744634488169994
"at this high magnification, the grainy image spattered and popped on the screen like a busted water balloon.","[('the grainy image', 'a busted water balloon', 'popped')]","at this high magnification , the grainy image spattered and popped on the screen .",5,3,4,5,4,5,5,5,4,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0.0001991548821776,0.1047097073557714
"at this high magnification, the grainy image spattered and popped on the screen like a busted camera.","[('the grainy image', 'a busted camera', 'popped')]","at this high magnification , the grainy image spattered and popped on the screen .",2,3,3,1,3,3,3,4,3,0.3021199432496884,0.1346206964145698,0.2982456140350873,0.1441441441441438,0.1336898395721926,0.1206896551724139,0.5,0,0,0.2357797714279467,0.2935310242814024,0.5,0.5,0,0.7455270660657325
"Jacob's undisguised partiality for Joseph was a fault too, which wrought like madness on the passions of his wild sons.","[(""Jacob's undisguised partiality"", 'madness on the passions of his wild sons', 'wrought')]","Jacob 's undisguised partiality for Joseph was a fault too , which wrought on the passions of his wild sons .",1,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0.5,0.5,0,0
"Jacob's undisguised partiality for Joseph was a fault too, which wrought like a blight on the passions of his wild sons.","[(""Jacob's undisguised partiality"", 'a blight', 'wrought')]","Jacob 's undisguised partiality for Joseph was a fault too , which wrought on the passions of his wild sons .",4,2,2,4,4,2,3,4,2,0.6196494770061878,0.8613542379579915,0.5111111111111096,0.6875000000000003,0.7000000000000008,0.7142857142857144,1,1,1,0,0.7816677818210216,0.5,0.5,0.9799721300101614,0.0905539468943044
"Jacob's undisguised partiality for Joseph was a fault too, which wrought like an incubus on the passions of his wild sons.","[(""Jacob's undisguised partiality"", 'an incubus', 'wrought')]","Jacob 's undisguised partiality for Joseph was a fault too , which wrought on the passions of his wild sons .",4,5,2,3,4,2,4,5,2,0.7028082493832946,0.7386520276457716,0.5111111111111096,0.6875000000000003,0.7000000000000008,0.7142857142857144,1,1,1,0.3769608990868663,1,0.5,0.5,0.9453036708589578,1
"Seen from the summit, it hardly seems to move ; but, in reality, it rages like a beast springing at its bars.","[('the summit', 'a beast', 'rages')]","Seen from the summit , it hardly seems to move ; but , in reality , it rages springing at its bars .",4,2,2,4,3,2,5,2,2,0.8027253733609657,1,0.9822827957185034,1,1,1,1,1,1,1,0.7655913416768604,0.5,0.5,0.7144154900332226,0
"Seen from the summit, it hardly seems to move ; but, in reality, it rages like a monster springing at its bars.","[('the summit', 'a monster', 'rages')]","Seen from the summit , it hardly seems to move ; but , in reality , it rages springing at its bars .",4,2,2,3,3,2,5,2,2,0.3378484397715545,0.5568537102130269,0.9822827957185034,1,1,1,1,1,1,1,0.9538754284754056,0.5,0.5,1,1
"Seen from the summit, it hardly seems to move ; but, in reality, it rages like a wild beast springing at its bars.","[('the summit', 'a wild beast', 'rages')]","Seen from the summit , it hardly seems to move ; but , in reality , it rages springing at its bars .",4,3,2,5,4,3,5,3,3,0,0,1,0.9825456083944092,0.9504888801669836,0.9222958842447312,1,1,1,0.9074814823040792,1,0.5,0.5,0,0.6486436823850977
"Troopers who have stood charge after charge while victory was possible will fly like the wind, and like the winds allow themselves to be butchered, when they have once turned the back.","[('Troopers', 'the wind', 'fly'), ('-', '-', '-')]","Troopers who have stood charge after charge while victory was possible will fly , and like allow themselves to be butchered , when they have once turned the back .",2,1,1,2,2,2,3,2,2,1,0.8611412707803733,0,0,0,0,0.5,0.5,0.5,0,0.8829871329202206,0.5,0.5,1,0.1852958342314814
"Troopers who have stood charge after charge while victory was possible will fly like the wind, and like the breeze allow themselves to be butchered, when they have once turned the back.","[('Troopers', 'the wind', 'fly'), ('Troopers', 'the breeze', 'like')]","Troopers who have stood charge after charge while victory was possible will fly , and like allow themselves to be butchered , when they have once turned the back .",2,1,1,2,2,2,3,2,2,0.4915343303660574,1,0,0,0,0,0.5,0.5,0.5,0,0.814239197792015,0.5,0.5,1,0.6467271482757447
"Trooyalty who have stood charge after charge while victory was possible will fly like frightened sheep, and like scared sheep allow themselves to be butchered, when they have once turned the back.","[('Trooyalty', 'frightened sheep', 'fly'), ('Trooyalty', 'scared sheep', 'fly')]","Troopers who have stood charge after charge while victory was possible will fly , and like allow themselves to be butchered , when they have once turned the back .",1,4,3,1,4,3,2,4,3,0.3164825694437146,0.814636144358986,0.5322580645161298,0.5714285714285726,0.6199999999999998,0.6818181818181825,0.5,0.5,0.5,1,0,0.5,0.5,0,1
"His servant then flew like the wind and returned with a fine breakfast of wine and milk, and delicate white bread and fruits, and such other things as little boys are fond of.","[('His servant', 'the wind', 'flew')]","His servant then flew and returned with a fine breakfast of wine and milk , and delicate white bread and fruits , and such other things as little boys are fond of .",5,2,1,3,3,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0.5088162754961378,0,0,0.8561535371360729,0.8556955859969558
"Thy doughnuts of orthodox twist, and tinted like the finest chocolates, yet heap the bright tin pans of memory.","[('Thy doughnuts of orthodox twist', 'the finest chocolates', 'tinted')]","Thy doughnuts of orthodox twist , and tinted , yet heap the bright tin pans of memory .",4,2,3,3,4,3,3,4,3,1,1,0.5317183354310993,0.696112155309021,0.7008141290546682,0.7090177148735335,1,1,1,0,0.4978770225777418,0.5,0.5,0,0.0611899957997375
"Thy doughnuts of orthodox twist, and tinted like the finest fennels, yet heap the bright tin pans of memory.","[('Thy doughnuts of orthodox twist', 'the finest fennels', 'tinted')]","Thy doughnuts of orthodox twist , and tinted , yet heap the bright tin pans of memory .",2,4,3,1,4,3,2,5,3,0,0,0.5317183354310993,0.696112155309021,0.7008141290546682,0.7090177148735335,1,1,1,0,1,0.5,0.5,0.0622868559369407,1
